story_name	reading_time_min	Author	LastName	Name	country	genera	Wiki_URL	cats	linked_authors	Birth Year	Death Year
A gusto	0.29	Anónimo	Anónimo								
El hijo	3.535	Barrett, Rafael	Barrett	Rafael	España	Romanticismo	https://es.wikipedia.org/wiki/Rafael_Barrett	Anarquistas de Cantabria,Anarquistas de España del siglo XX,Anarquistas de Paraguay,Cuentistas de Paraguay,Cántabros del siglo XIX,Cántabros del siglo XX,Ensayistas de Paraguay,Escritores de Cantabria,Escritores en español del siglo XIX,Escritores en español del siglo XX,Fallecidos en 1910,Fallecidos en Nueva Aquitania,Hombres,Nacidos en 1876,Nacidos en Torrelavega,Periodistas de Cantabria,Periodistas de Paraguay,Políticos de Cantabria,Políticos de Paraguay	Augusto Roa Bastos,Jorge Luis Borges	1876	1910
Odiseo y las sirenas	1.155	Brecht, Bertolt	Brecht	Bertolt	Alemania		https://es.wikipedia.org/wiki/Bertolt_Brecht	Bertolt Brecht,Candidatos al Premio Nobel de Literatura,Comunistas de Alemania,Críticos de teatro de Alemania,Directores de teatro de Alemania,Dramaturgos de Alemania del siglo XX,Escritores de Alemania del siglo XX,Escritores del exilio alemán 1933-1945,Escritores en alemán,Escritores modernos de ficción relacionada con la mitología griega,Exiliados de Estados Unidos,Fallecidos en 1956,Fallecidos en Berlín,Fallecidos por infarto agudo de miocardio,Hombres,Lista negra de Hollywood,Marxistas de Alemania,Microrrelatistas,Miembros de la Academia de las Artes de Berlín,Nacidos en 1898,Nacidos en Augsburgo,Personas que dan nombre a un asteroide,Poesía moderna,Poetas de Alemania del siglo XX,Premio Kleist,Satíricos de Alemania	Friedrich Hölderlin,William Shakespeare	1898	1956
El hombre maduro y sus dos novias	0.95	La Fontaine, Jean de	La Fontaine	Jean de	Francia	Romanticismo	https://es.wikipedia.org/wiki/Jean_de_La_Fontaine	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII	Charles Perrault,Giovanni Boccaccio	1621	1695
Resta	0.695	Carroll, Lewis	Carroll	Lewis	Inglaterra		https://es.wikipedia.org/wiki/Lewis_Carroll	Alumnado de Christ Church (Oxford),Alumnado de Rugby School (Warwickshire),Anglicanos de Inglaterra,Autobiógrafos de Inglaterra,Diaristas,Escritores anglicanos,Escritores con seudónimo,Escritores de literatura fantástica de Inglaterra,Escritores de literatura infantil de Inglaterra,Escritores en inglés,Escritores en inglés del siglo XIX,Fallecidos en 1898,Fallecidos en Guildford,Fallecidos por neumonía en Inglaterra,Fotógrafos de Inglaterra,Fotógrafos del siglo XIX,Fotógrafos retratistas,Hombres,Lewis Carroll,Lógicos de Inglaterra,Nacidos en 1832,Nacidos en el Noroeste de Inglaterra,Novelistas de Inglaterra del siglo XIX,Novelistas victorianos,Poetas de Inglaterra del siglo XIX,Poetas victorianos,Profesores de la Universidad de Oxford,Zurdos	Alfred Tennyson,Dante Gabriel Rossetti,Leopoldo María Panero,Virginia Woolf	1832	1898
El langostino	0.035	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
Una lección	1.055	Pessoa, Fernando	Pessoa	Fernando	Portugal	Romanticismo	https://es.wikipedia.org/wiki/Fernando_Pessoa	Agnósticos de Portugal,Escritores con seudónimo,Escritores de Portugal del siglo XX,Escritores en portugués,Fallecidos en 1935,Fallecidos por cirrosis,Fernando Pessoa,Hombres,Masones de Portugal,Nacidos en 1888,Nacidos en Lisboa,Paganos,Poesía moderna,Poetas de Portugal del siglo XX,Poetas en portugués,Rosacruces	Alfred Tennyson,Antonio Machado,Cecília Meireles,Edgar Allan Poe,Ezra Pound,James Joyce,Jesús Munárriz,John Keats,John Milton,José Luis García Martín,José Saramago,Lord Byron,Octavio Paz,Pablo Neruda,Percy Bysshe Shelley,T. S. Eliot,Walt Whitman,William Butler Yeats,William Shakespeare,William Wordsworth,Ángel Crespo	1888	1935
Palla-Huarcuna	2.765	Palma, Ricardo	Palma	Ricardo	Peru	Romanticismo	https://es.wikipedia.org/wiki/Ricardo_Palma	Fallecidos en 1919,Hombres,Nacidos en 1833,Ricardo Palma	Gérard de Nerval,José Victorino Lastarria,Rubén Darío	1833	1919
El gato cocido	6.11	Arlt, Roberto	Arlt	Roberto	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Roberto_Arlt	Anarquistas de Argentina,Ateos de Argentina,Fallecidos en 1942,Hombres,Nacidos en 1900,Roberto Arlt	Abelardo Castillo,Jorge Luis Borges,Julio Cortázar,Leónidas Barletta,Ricardo Güiraldes,Roberto Bolaño,Rodolfo Walsh	1900	1942
Los unicornios	1.46	Torri, Julio	Torri	Julio	Mexico		https://es.wikipedia.org/wiki/Julio_Torri	Abogados de Coahuila,Escritores de Coahuila,Fallecidos en 1970,Fallecidos en Ciudad de México,Hombres,Microrrelatistas,Miembros de la Academia Mexicana de la Lengua,Miembros del Ateneo de la Juventud Mexicana,Nacidos en 1889,Nacidos en Saltillo	Heinrich Heine	1889	1970
Mañana te lo diré	1.53	Anónimo	Anónimo		India						
La colección	2.265	Chejov, Anton	Chejov	Anton	Rusia	Dramaturgia	https://es.wikipedia.org/wiki/Ant%C3%B3n_Ch%C3%A9jov	Antón Chéjov,Cuentistas de Rusia,Dramaturgos de Rusia del siglo XIX,Ensayistas de Rusia,Escritores de Rusia del siglo XIX,Escritores de ficción psicológica,Escritores en ruso,Escritores médicos,Fallecidos en 1904,Fallecidos por tuberculosis,Hombres,Nacidos en 1860,Nacidos en Taganrog,Novelistas de Rusia del siglo XIX,Personas que dan nombre a un asteroide,Sepultados en el cementerio Novodévichi	E. L. Doctorow,Edgar Allan Poe,George Steiner,Guy de Maupassant,James Joyce,Jorge Luis Borges,Máximo Gorki,Tennessee Williams,Virginia Woolf,Émile Zola	1860	1904
Héroes II	0.315	Anderson Imbert, Enrique	Anderson Imbert	Enrique	Argentina		https://es.wikipedia.org/wiki/Enrique_Anderson_Imbert	Alumnado de la Facultad de Filosofía y Letras de la Universidad de Buenos Aires,Alumnado del Colegio Nacional Rafael Hernández,Beca Guggenheim,Críticos literarios de Argentina,Cuentistas de Argentina,Ensayistas de Argentina,Escritores de la provincia de Córdoba (Argentina),Escritores en español del siglo XX,Fallecidos en 2000,Fallecidos en Buenos Aires,Hombres,Miembros de la Academia Argentina de Letras,Miembros de la Academia Estadounidense de las Artes y las Ciencias,Nacidos en 1910,Nacidos en Córdoba (Argentina),Novelistas de Argentina,Profesorado de la Universidad Nacional de Tucumán,Profesores de la Universidad Nacional de Cuyo,Profesores de la Universidad de Harvard,Profesores de la Universidad de Míchigan,Sepultados en el Cementerio Jardín de Paz de Pilar		1910	2000
Los guantes de goma	6.505	Quiroga, Horacio	Quiroga	Horacio	Uruguay		https://es.wikipedia.org/wiki/Horacio_Quiroga	Críticos de cine de Uruguay,Cuentistas de Argentina,Cuentistas de Uruguay,Emigrantes uruguayos hacia Argentina,Escritores de aventuras,Escritores de literatura infantil y juvenil de Uruguay,Escritores de terror de Argentina,Escritores de terror de Uruguay,Escritores en español del siglo XX,Escritores que cometieron suicidio,Expatriados uruguayos en Argentina,Fallecidos en 1937,Hombres,Horacio Quiroga,Nacidos en 1878,Nacidos en Salto,Suicidas de Uruguay,Suicidas por envenenamiento,Suicidios en 1937	Alfonsina Storni,Charles Baudelaire,Edgar Allan Poe,Guy de Maupassant,Juana de Ibarbourou,Julio Herrera y Reissig,Leopoldo Lugones,Rubén Darío,Rudyard Kipling	1878	1937
Brujería del gato	0.595	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
El hombrecito	1.255	Tagore, Rabindranath	Tagore	Rabindranath	India		https://es.wikipedia.org/wiki/Rabindranath_Tagore	Aforistas,Alumnado de la Universidad de Calcuta,Alumnado del University College de Londres,Autores de himnos nacionales,Dramaturgos de India,Escritores de Bangladés,Escritores de India del siglo XIX,Escritores de India del siglo XX,Escritores en bengalí,Fallecidos en 1941,Filósofos de India del siglo XIX,Filósofos de India del siglo XX,Hombres,Indios laureados con el Premio Nobel de Literatura,Knights Bachelor,Laureados con el Premio Nobel 1913,Nacidos en 1861,Nacidos en Calcuta,Novelistas de India del siglo XIX,Novelistas de India del siglo XX,Pedagogos de India,Poetas de India del siglo XIX,Poetas de India del siglo XX,Rabindranath Tagore	Dante Alighieri,Federico García Lorca,Gabriela Mistral,Graham Greene,Johann Wolfgang von Goethe,José Ortega y Gasset,Juan Ramón Jiménez,León Tolstoi,Miguel de Cervantes,Octavio Paz,Pablo Neruda,Robert Frost,Thomas Mann,Victoria Ocampo,W. B. Yeats,Yasunari Kawabata	1861	1941
La toga	4.685	Trigo, Felipe	Trigo	Felipe	España	Rural	https://es.wikipedia.org/wiki/Felipe_Trigo	Aliadófilos en España durante la Primera Guerra Mundial,Coroneles de España,Escritores de España del siglo XX,Escritores de Extremadura,Escritores en español del siglo XX,Escritores eróticos,Fallecidos en 1916,Fallecidos en Madrid,Hombres,Militares de España del siglo XIX,Militares de España en la Revolución Filipina,Militares de España en la guerra hispano-estadounidense,Militares de la provincia de Badajoz,Médicos de Atención Primaria de España,Médicos de Extremadura,Médicos militares de España,Nacidos en 1864,Nacidos en Villanueva de la Serena,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Periodistas de Extremadura,Presencia española en Filipinas,Suicidas de España		1864	1916
Agravante	6.66	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n	Académicos numerarios de la Real Academia Gallega,Aliadófilos en España durante la Primera Guerra Mundial,Antidarwinismo en España,Antisemitismo en España,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de España,Creacionistas,Críticos de teatro de España,Críticos literarios de España del siglo XIX,Críticos literarios de España del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de España,Escritoras feministas de España,Escritores católicos de España,Escritores costumbristas de España,Escritores de España del Realismo,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores de la provincia de La Coruña,Escritores en español,Escritores sobre el carlismo,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de España,Historia de las mujeres en España,Literatos carlistas,Mujeres,Mujeres novelistas de España,Nacidos en 1851,Nacidos en La Coruña,Novelistas de España del siglo XIX,Novelistas de España del siglo XX,Novelistas de Galicia,Racismo en España,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibáñez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	1851	1921
Tan amigos	5.225	Benedetti, Mario	Benedetti	Mario	Uruguay	Romanticismo	https://es.wikipedia.org/wiki/Mario_Benedetti	Fallecidos en 2009,Hombres,Mario Benedetti,Nacidos en 1920	Gabriela Mistral,José Saramago,Pablo Neruda,Rubén Darío	1920	2009
Traspaso de los sueños	0.955	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
La Gallina de los huevos de oro	0.395	La Fontaine, Jean de	La Fontaine	Jean de	Francia	Romanticismo	https://es.wikipedia.org/wiki/Jean_de_La_Fontaine	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII	Charles Perrault,Giovanni Boccaccio	1621	1695
Historia fantástica	0.085	Monterroso, Augusto	Monterroso	Augusto	Guatemala		https://es.wikipedia.org/wiki/Augusto_Monterroso	Aforistas,Augusto Monterroso,Cuentistas de Guatemala,Emigrantes guatemaltecos hacia México,Ensayistas de Guatemala,Escritores de Guatemala,Escritores en español del siglo XX,Fabulistas,Fallecidos en 2003,Fallecidos en Ciudad de México,Galardonados con el Premio Princesa de Asturias de las Letras,Ganadores del Premio Nacional de Literatura de Guatemala,Hombres,Microrrelatistas,Nacidos en 1920,Nacidos en Tegucigalpa,Nacionalizados de Guatemala,Premio Xavier Villaurrutia		1921	2003
A tal palo	0.185	Carroll, Lewis	Carroll	Lewis	Inglaterra		https://es.wikipedia.org/wiki/Lewis_Carroll	Alumnado de Christ Church (Oxford),Alumnado de Rugby School (Warwickshire),Anglicanos de Inglaterra,Autobiógrafos de Inglaterra,Diaristas,Escritores anglicanos,Escritores con seudónimo,Escritores de literatura fantástica de Inglaterra,Escritores de literatura infantil de Inglaterra,Escritores en inglés,Escritores en inglés del siglo XIX,Fallecidos en 1898,Fallecidos en Guildford,Fallecidos por neumonía en Inglaterra,Fotógrafos de Inglaterra,Fotógrafos del siglo XIX,Fotógrafos retratistas,Hombres,Lewis Carroll,Lógicos de Inglaterra,Nacidos en 1832,Nacidos en el Noroeste de Inglaterra,Novelistas de Inglaterra del siglo XIX,Novelistas victorianos,Poetas de Inglaterra del siglo XIX,Poetas victorianos,Profesores de la Universidad de Oxford,Zurdos	Alfred Tennyson,Dante Gabriel Rossetti,Leopoldo María Panero,Virginia Woolf	1832	1898
El vecino de adentro	0.305	Vidales, Luis	Vidales	Luis	Colombia		https://es.wikipedia.org/wiki/Luis_Vidales	Alumnado de la Universidad del Rosario,Comunistas de Colombia,Escritores de Colombia,Escritores de Quindío,Escritores en español,Fallecidos en 1990,Fallecidos en Bogotá,Hombres,Nacidos en 1904,Nacidos en Calarcá,Poetas de Colombia,Poetas en español	Jean-Paul Sartre,Jorge Luis Borges,León de Greiff,Vicente Huidobro	1904	1990
Sectas	0.08	Lichtenberg, Georg Christoph	Lichtenberg	Georg Christoph	Alemania	Romanticismo	https://es.wikipedia.org/wiki/Georg_Christoph_Lichtenberg	Aforistas,Científicos de Alemania,Escritores de Alemania del siglo XVIII,Escritores en alemán,Fallecidos en 1799,Hombres,Nacidos en 1742,Nacidos en Hesse		1742	1799
Nuestro Señor y el ganado del diablo	1.93	Grimm, Hermanos	Grimm	Hermanos	Alemania	Romanticismo	https://es.wikipedia.org/wiki/Hermanos_Grimm	Cuentistas de Alemania,Dúos de hermanos,Escritores de Alemania del siglo XIX,Escritores de literatura infantil de Alemania,Escritores en alemán,Germanistas,Hermanos Grimm,Lexicógrafos de Alemania,Lingüistas de Alemania del siglo XIX,Mitógrafos,Parejas de artistas	Charles Perrault	1785	1863 y 1786
La senda	1.42	Gibrán, Gibrán Jalil	Gibrán	Gibrán Jalil	Líbano	Romanticismo	https://es.wikipedia.org/wiki/Yibr%C3%A1n_Jalil_Yibr%C3%A1n	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán	William Blake	1883	1931
Crónica de sucesos	6.115	Fonseca, Rubem	Fonseca	Rubem	Brasil	Romanticismo	https://es.wikipedia.org/wiki/Rubem_Fonseca	Cuentistas de Brasil,Doctores honoris causa de la Universidad Nacional Mayor de San Marcos,Escritores de Brasil,Escritores de suspenso,Escritores en portugués,Fallecidos en 2020,Hombres,Nacidos en 1925,Nacidos en Minas Gerais,Novelistas de Brasil,Premio Camões,Premio Iberoamericano de Narrativa Manuel Rojas,Premio Konex Mercosur,Premio Machado de Assis	Dalton Trevisan	1925	2020
Doradores	6.74	Pardo Bazán, Emilia	Pardo Bazán	Emilia	España	Romanticismo	https://es.wikipedia.org/wiki/Emilia_Pardo_Baz%C3%A1n	Académicos numerarios de la Real Academia Gallega,Aliadófilos en España durante la Primera Guerra Mundial,Antidarwinismo en España,Antisemitismo en España,Ateneístas,Catedráticos de la Universidad Complutense de Madrid,Condes de España,Creacionistas,Críticos de teatro de España,Críticos literarios de España del siglo XIX,Críticos literarios de España del siglo XX,Damas de la Orden de las Damas Nobles de la Reina María Luisa,Emilia Pardo Bazán,Escritoras de España,Escritoras feministas de España,Escritores católicos de España,Escritores costumbristas de España,Escritores de España del Realismo,Escritores de España del siglo XIX,Escritores de España del siglo XX,Escritores de la provincia de La Coruña,Escritores en español,Escritores sobre el carlismo,Españolas del siglo XIX,Españolas del siglo XX,Fallecidos en 1921,Fallecidos en Madrid,Feministas de Galicia,Gastrónomas de España,Historia de las mujeres en España,Literatos carlistas,Mujeres,Mujeres novelistas de España,Nacidos en 1851,Nacidos en La Coruña,Novelistas de España del siglo XIX,Novelistas de España del siglo XX,Novelistas de Galicia,Racismo en España,Salonnière,Sepultados en la Sacramental de San Lorenzo y San José	Benito Pérez Galdós,Francisco Pi y Margall,Gertrudis Gómez de Avellaneda,José María Gabriel y Galán,Juan Valera,María de Zayas,Miguel de Unamuno,Pedro Antonio de Alarcón,Ramón de Campoamor,Vicente Blasco Ibáñez,Victor Hugo,Wenceslao Fernández Flórez,Émile Zola	1851	1921
Petróleo	0.17	Fénéon, Félix	Fénéon	Félix	Francia		https://es.wikipedia.org/wiki/F%C3%A9lix_F%C3%A9n%C3%A9on	Anarquistas de Francia,Críticos de arte de Francia,Escritores de Francia del siglo XIX,Escritores de Francia del siglo XX,Fallecidos en 1944,Fallecidos en Isla de Francia,Hombres,Nacidos en 1861,Nacidos en Turín,Sepultados en el cementerio del Père-Lachaise,Simbolismo		1861	1944
Dichos de Luder 84	0.195	Ribeyro, Julio Ramón	Ribeyro	Julio Ramón	Peru	Romanticismo	https://es.wikipedia.org/wiki/Julio_Ram%C3%B3n_Ribeyro	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	1929	1994
Pedro sin miedo	5.11	Anónimo	Anónimo								
La casa de Pilatos	6.47	Palma, Ricardo	Palma	Ricardo	Peru	Romanticismo	https://es.wikipedia.org/wiki/Ricardo_Palma	Fallecidos en 1919,Hombres,Nacidos en 1833,Ricardo Palma	Gérard de Nerval,José Victorino Lastarria,Rubén Darío	1833	1919
Dichos de Luder 61	0.33	Ribeyro, Julio Ramón	Ribeyro	Julio Ramón	Peru	Romanticismo	https://es.wikipedia.org/wiki/Julio_Ram%C3%B3n_Ribeyro	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	1929	1994
El caracol y el rosal	4.34	Andersen, Hans Christian	Andersen	Hans Christian	Dinamarca	Romanticismo	https://es.wikipedia.org/wiki/Hans_Christian_Andersen	Autodidactas,Comandantes de primera clase de la Orden de Dannebrog,Cuentistas de Dinamarca,Escritores LGBT de Dinamarca,Escritores bisexuales,Escritores de Dinamarca del siglo XIX,Escritores de literatura infantil de Dinamarca,Escritores en danés,Escritores sobre viajes del siglo XIX,Fallecidos en 1875,Fallecidos por cáncer de hígado en Dinamarca,Hans Christian Andersen,Historia LGBT en Dinamarca,Hombres,Nacidos en 1805,Nacidos en Odense,Novelistas de Dinamarca del siglo XIX,Personas que dan nombre a un asteroide,Poetas de Dinamarca del siglo XIX,Protestantes de Dinamarca,Viajeros del siglo XIX por España,Zurdos	Charles Dickens,William Shakespeare	1805	1875
Los músicos de Bremen	4.395	Anónimo	Anónimo								
¿Dónde está el décimo hombre?	1.18	Anónimo	Anónimo		India						
Mujeres	0.855	Torri, Julio	Torri	Julio	Mexico		https://es.wikipedia.org/wiki/Julio_Torri	Abogados de Coahuila,Escritores de Coahuila,Fallecidos en 1970,Fallecidos en Ciudad de México,Hombres,Microrrelatistas,Miembros de la Academia Mexicana de la Lengua,Miembros del Ateneo de la Juventud Mexicana,Nacidos en 1889,Nacidos en Saltillo	Heinrich Heine	1889	1970
¿Qué debo hacer con lo que me sobra?	4.15	Boccaccio, Giovanni	Boccaccio	Giovanni	Italia	Romanticismo	https://es.wikipedia.org/wiki/Giovanni_Boccaccio	Cuentistas de Italia,Diplomáticos del siglo XIV,Escritores de Italia del siglo XIV,Escritores en italiano,Escritores en latín,Escritores medievales que trataron temas de mitología griega,Fallecidos en 1375,Fallecidos en Certaldo,Giovanni Boccaccio,Hombres,Humanistas de Italia del siglo XIV,Italia en el Renacimiento,Mitógrafos medievales de la Antigua Grecia,Nacidos en 1313,Nacidos en Certaldo,Personas que dan nombre a un asteroide,Poetas de Italia del siglo XIV,Traductores de Dante Alighieri	Angelo Poliziano,Dante Alighieri,Fernando de Rojas,Geoffrey Chaucer,Lope de Vega,Miguel de Cervantes	1313	1375
La gasolina	0.04	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
Cuento XLV – El conde Lucanor – Amigo del demonio	5.94	Juan Manuel	Juan Manuel		España					1282	1348
Cuervo y paloma del doctor Sebastián Darrés	6.06	Bioy Casares, Adolfo	Bioy Casares	Adolfo	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Adolfo_Bioy_Casares	Adolfo Bioy Casares,Agnósticos de Argentina,Antifascistas de Argentina,Antiperonistas,Caballeros de la Legión de Honor,Candidatos al Premio Nobel de Literatura,Diaristas de Argentina,Escritores de género masculino de Argentina,Fallecidos en 1999,Fallecidos en Buenos Aires,Gran Premio de Honor de la SADE,Hombres,Liberales de Argentina,Nacidos en 1914,Nacidos en Buenos Aires,Novelistas de Argentina,Premio Internacional Alfonso Reyes,Premio Konex de Brillante,Premio Nacional de Letras (Argentina)	Alain Robbe-Grillet,Augusto Roa Bastos,Francisco Ayala,Franz Kafka,Johann Wolfgang von Goethe,Jorge Luis Borges,Juan Rodolfo Wilcock,Julio Cortázar,Lewis Carroll,Silvina Ocampo,Victoria Ocampo	1914	1999
Una muchacha que cae	0.745	Buzzati, Dino	Buzzati	Dino	Italia		https://es.wikipedia.org/wiki/Dino_Buzzati	Cuentistas de Italia,Escritores de Italia del siglo XX,Escritores de literatura infantil de Italia,Escritores en italiano,Fallecidos en 1972,Fallecidos en Milán,Fallecidos por cáncer de páncreas en Italia,Ganadores del Premio Napoli,Ganadores del Premio Strega,Hombres,Libretistas de ópera de Italia,Nacidos en 1906,Nacidos en Belluno,Novelistas de Italia del siglo XX	Albert Camus,Jean-Paul Sartre,Thomas Mann	1906	1972
El Palacio de la Alhambra	5.445	Irving, Washington	Irving	Washington	Estados Unidos	Romanticismo	https://es.wikipedia.org/wiki/Washington_Irving	Autodidactas,Biógrafos de Estados Unidos,Diplomáticos de Estados Unidos,Doctores honorarios de la Universidad de Harvard,Embajadores de Estados Unidos en España,Escritores de Estados Unidos,Escritores en inglés,Fallecidos en 1859,Fallecidos en Nueva York (estado),Hispanistas de Estados Unidos,Historiadores de Estados Unidos,Hombres,Nacidos en 1783,Nacidos en Manhattan,Viajeros del siglo XIX por España,Washington Irving	Charles Dickens,Edgar Allan Poe,Nathaniel Hawthorne,Walter Scott,William Shakespeare	1783	1859
