story_name	reading_time_min	Author	LastName	Name	country	genera	Wiki_URL	cats	linked_authors	Birth Year	Death Year
El amor que no podía ocultarse	3.68	Jardiel Poncela, Enrique	Jardiel Poncela	Enrique	España	Romanticismo	https://es.wikipedia.org/wiki/Enrique_Jardiel_Poncela	Aforistas,Alumnado de las Escuelas Pías,Antiguos alumnos del Liceo Francés de Madrid,Dramaturgos de España del siglo XX,Dramaturgos de la Comunidad de Madrid,Enrique Jardiel Poncela,Escritores de España de la Generación del 27,Escritores de España del siglo XX,Escritores de Madrid,Escritores en español del siglo XX,Fallecidos en 1952,Fallecidos en Madrid,Hombres,Humoristas de España del siglo XX,Humoristas de la Comunidad de Madrid,Nacidos en 1901,Nacidos en Madrid,Novelistas de España del siglo XX,Premio Nacional de Teatro de España	Manuel Machado,Miguel Mihura,Ramón Gómez de la Serna	1901	1952
La secta del Fénix	5.215	Borges, Jorge Luis	Borges	Jorge Luis	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Jorge_Luis_Borges	Anticomunistas de Argentina,Argentinos fallecidos en el exterior,Conservadores de Argentina,Doctores honoris causa de la Universidad Nacional de La Plata,Fallecidos en 1986,Fallecidos en Ginebra,Hombres,Jorge Luis Borges,Liberales de Argentina,Nacidos en 1899,Nacidos en Buenos Aires,Personas que dan nombre a un asteroide	Adolfo Bioy Casares,Arthur Rimbaud,Carlos Fuentes,Dámaso Alonso,Edgar Allan Poe,Francisco Luis Bernárdez,Francisco de Quevedo,Franz Kafka,Gabriel García Márquez,Gerardo Diego,Gustav Meyrink,Henri Michaux,Herman Melville,Hermann Hesse,Jack London,James Joyce,José Emilio Pacheco,Juan Carlos Onetti,Julio Cortázar,Julio Ramón Ribeyro,Leopoldo Lugones,Macedonio Fernández,Manuel Mujica Lainez,Manuel Peyrou,Marcel Schwob,May Sinclair,Octavio Paz,Oliverio Girondo,Oscar Wilde,Pablo Neruda,Paul Auster,Ramón Gómez de la Serna,Ramón del Valle-Inclán,Ricardo Güiraldes,Roberto Arlt,Roberto Bolaño,Rudyard Kipling,Samuel Beckett,Santiago Dabove,Silvina Ocampo,Vicente Huidobro,Victoria Ocampo,Virginia Woolf,Vladimir Nabokov,Walt Whitman,William Faulkner	1899	1986
Los expertos	0.51	Anónimo	Anónimo		Arabia						
La cabeza pegada al vidrio	3.27	Ocampo, Silvina	Ocampo	Silvina	Argentina		https://es.wikipedia.org/wiki/Silvina_Ocampo	Beca Guggenheim,Cuentistas de Argentina,Diplomas al mérito Konex,Escritoras de Argentina,Escritores de la ciudad de Buenos Aires,Escritores en español del siglo XX,Escritores en francés de Argentina,Escritores en francés del siglo XX,Fallecidos en 1993,Fallecidos en Buenos Aires,Familia Ocampo,Feministas de Argentina,Gran Premio de Honor de la SADE,Mujeres,Nacidos en 1903,Nacidos en Buenos Aires,Novelistas de Argentina,Poetas de Argentina del siglo XX,Poetisas de Argentina,Políglotas de Argentina,Sepultados en el cementerio de la Recoleta,Traductoras de Argentina,Traductores del francés al español,Traductores del inglés al español,Traductores del italiano al español	Adolfo Bioy Casares,Italo Calvino,Jorge Luis Borges,Juan Rodolfo Wilcock,Katherine Mansfield,Lewis Carroll,Victoria Ocampo	1913	1993
Cuando se vierte	0.085	Gómez de la Serna, Ramón	Gómez de la Serna	Ramón	España	Romanticismo	https://es.wikipedia.org/wiki/Ram%C3%B3n_G%C3%B3mez_de_la_Serna	Alumnado de las Escuelas Pías,Biógrafos de España del siglo XX,Ensayistas de Argentina,Ensayistas de España del siglo XX,Escritores costumbristas de España,Escritores de Argentina del siglo XX,Escritores de España del Novecentismo,Escritores de la Comunidad de Madrid,Escritores de literatura humorística,Escritores en español del siglo XX,Exiliados del franquismo en Argentina,Fallecidos en 1963,Fallecidos en Buenos Aires,Generación de 1914,Grandes cruces de la Orden de Alfonso X el Sabio,Hombres,Humoristas de Argentina,Humoristas de España del siglo XX,Literatura de vanguardia,Microrrelatistas,Miembros del Instituto de Estudios Madrileños,Nacidos en 1888,Nacidos en Madrid,Novelistas de Argentina,Novelistas de España del siglo XX,Periodistas de España del siglo XX,Poesía moderna,Ramón Gómez de la Serna,Sepultados en el cementerio de San Justo	Carolina Coronado,Enrique Jardiel Poncela,Francisco de Quevedo,Gaspar Núñez de Arce,José Ortega y Gasset,José de Espronceda,Jules Renard,Lope de Vega,Manuel Bretón de los Herreros,Manuel Machado,Miguel Mihura,Oliverio Girondo,Pedro Emilio Coll,Pío Baroja,Tomás Borrás,William Shakespeare	1888	1963
La falsa locura de Alonso Quijano	0.88	Saramago, José	Saramago	José	Portugal		https://es.wikipedia.org/wiki/Jos%C3%A9_Saramago	Activistas pro saharauis,Ateos activistas,Ateos de Portugal,Autodidactas,Blogueros de Portugal,Comunistas de Portugal,Doctores honoris causa de la Universidad de Santiago de Chile,Doctores honoris causa por la Universidad Autónoma de Madrid,Doctores honoris causa por la Universidad Politécnica de Valencia,Doctores honoris causa por la Universidad de Alberta,Doctores honoris causa por la Universidad de Castilla-La Mancha,Doctores honoris causa por la Universidad de Granada,Doctores honoris causa por la Universidad de Las Palmas de Gran Canaria,Doctores honoris causa por la Universidad de Salamanca,Doctores honoris causa por la Universidad de Sevilla,Dramaturgos de Portugal,Ensayistas de Portugal,Escritores de Portugal del siglo XX,Escritores de Portugal del siglo XXI,Escritores de literatura fantástica de Portugal,Escritores en portugués,Fallecidos en 2010,Fallecidos en Lanzarote,Fallecidos por falla multiorgánica,Graduados honorarios de University College Dublin,Grandes collares de la Orden de Santiago de la Espada,Hijos predilectos de Andalucía,Hombres,Iberistas,José Saramago,Laureados con el Premio Nobel 1998,Nacidos en 1922,Nacidos en Golegã,Novelistas de Portugal,Poetas de Portugal,Portugueses laureados con el Premio Nobel de Literatura,Premio Camões,Socios correspondientes de la Academia Brasileña de Letras,Traductores de León Tolstói	Camilo José Cela,Charles Baudelaire,Günter Grass	1922	2010
El peral de la tía Miseria	3.31	Anónimo	Anónimo								
El reloj	3.61	Baroja, Pío	Baroja	Pío	España	Romanticismo	https://es.wikipedia.org/wiki/P%C3%ADo_Baroja	Académicos de la Real Academia Española,Alumnado de la Universidad Central de Madrid,Anticlericales,Anticomunistas de España,Autobiógrafos de España,Escritores de España de la generación del 98,Escritores de aventuras,Escritores del País Vasco,Escritores médicos,Escritores sobre el carlismo,Exiliados del franquismo en Francia,Fallecidos en 1956,Fallecidos en Madrid,Fallecidos por complicaciones cardiovasculares,Hombres,Médicos de Atención Primaria de España,Médicos de Guipúzcoa,Nacidos en 1872,Nacidos en San Sebastián,Novelistas de España del siglo XX,Personas de Vera de Bidasoa,Pío Baroja,Sepultados en el cementerio civil de Madrid	Antonio Machado,Benito Pérez Galdós,Camilo José Cela,Daniel Defoe,Ernest Hemingway,Jacinto Benavente,José Ortega y Gasset,Julio Verne,Miguel de Unamuno,Robert Louis Stevenson,Rubén Darío	1872	1956
Pecado de omisión	6.775	Matute, Ana María	Matute	Ana María	España		https://es.wikipedia.org/wiki/Ana_Mar%C3%ADa_Matute	Académicos de la Real Academia Española,Ana María Matute,Cuentistas de España del siglo XX,Cuentistas de España del siglo XXI,Escritoras de España,Escritores de Barcelona,Escritores de literatura fantástica de España,Escritores en español del siglo XX,Escritores en español del siglo XXI,Españolas del siglo XX,Españolas del siglo XXI,Fallecidos en 2014,Fallecidos en Barcelona,Fallecidos por complicaciones cardiovasculares,Galardonados con el Premio Café Gijón,Ganadores del Premio Cervantes,Ganadores del Premio Ciudad de Alcalá,Ganadores del Premio Nacional de Literatura Infantil y Juvenil de España,Ganadores del Premio Nadal,Ganadores del Premio Planeta,Ganadores del Premio de la Crítica de narrativa castellana,Generación del 50,Medalla de Oro al Mérito en las Bellas Artes,Mujeres,Mujeres cuentistas,Mujeres novelistas de España,Nacidos en 1925,Nacidos en Barcelona,Novelistas de España del siglo XX,Novelistas de España del siglo XXI,Premio Fastenrath,Premio Nacional de las Letras Españolas,Sepultados en el cementerio de Montjuic	Carmen Conde,Jesús Munárriz,José Emilio Pacheco,Nicanor Parra	1926	2014
El tigre negro y el venado blanco	2.44	Alegría, Ciro	Alegría	Ciro	Peru	Romanticismo	https://es.wikipedia.org/wiki/Ciro_Alegr%C3%ADa	Alegría (familia),Alumnado de la Universidad Nacional de Trujillo,Alumnado del Colegio Nacional San Juan (Trujillo),Diputados de Perú 1963-1968,Diputados por Lima,Educadores de Perú,Escritores de Perú,Escritores en español del siglo XX,Fallecidos en 1967,Fallecidos por infarto agudo de miocardio,Grupo Norte (Trujillo),Hombres,Huamachuquinos,Indigenistas de Perú,Miembros de Acción Popular,Miembros del Partido Aprista Peruano,Nacidos en 1908,Novelistas de Perú,Periodistas de Perú,Prisioneros de Perú,Sepultados en el Cementerio Presbítero Maestro	César Vallejo,Gabriela Mistral,Jorge Luis Borges,José María Arguedas,José Santos Chocano,Julio Ramón Ribeyro,Manuel Scorza,Ricardo Palma,Stefan Zweig	1909	1967
Smart	4.48	Barrett, Rafael	Barrett	Rafael	España	Romanticismo	https://es.wikipedia.org/wiki/Rafael_Barrett	Anarquistas de Cantabria,Anarquistas de España del siglo XX,Anarquistas de Paraguay,Cuentistas de Paraguay,Cántabros del siglo XIX,Cántabros del siglo XX,Ensayistas de Paraguay,Escritores de Cantabria,Escritores en español del siglo XIX,Escritores en español del siglo XX,Fallecidos en 1910,Fallecidos en Nueva Aquitania,Hombres,Nacidos en 1876,Nacidos en Torrelavega,Periodistas de Cantabria,Periodistas de Paraguay,Políticos de Cantabria,Políticos de Paraguay	Augusto Roa Bastos,Jorge Luis Borges	1876	1910
Las panteras y el templo	5.655	Castillo, Abelardo	Castillo	Abelardo	Argentina		https://es.wikipedia.org/wiki/Abelardo_Castillo	Artistas e intelectuales prohibidos por el Proceso de Reorganización Nacional,Cuentistas de Argentina,Diaristas de Argentina,Ensayistas de Argentina,Escritores de género masculino de Argentina,Escritores de terror de Argentina,Escritores en español del siglo XX,Escritores en español del siglo XXI,Fallecidos en 2017,Fallecidos en Buenos Aires,Hombres,Nacidos en 1935,Nacidos en Buenos Aires,Novelistas de Argentina,Personas de San Pedro (Buenos Aires),Premio Casa de las Américas,Premio Konex de Brillante,Premio Konex de Platino	Adolfo Bioy Casares,Alejandra Pizarnik,Augusto Roa Bastos,Carlos Fuentes,Félix Grande,Jean-Paul Sartre,Jorge Luis Borges,Juan Rulfo,Julio Cortázar,Manuel Peyrou,Miguel Ángel Asturias,Roberto Fernández Retamar	1935	2017
Dichos de Luder 73	0.185	Ribeyro, Julio Ramón	Ribeyro	Julio Ramón	Peru	Romanticismo	https://es.wikipedia.org/wiki/Julio_Ram%C3%B3n_Ribeyro	Fallecidos en 1994,Hombres,Julio Ramón Ribeyro,Nacidos en 1929	Jorge Luis Borges,Julio Cortázar,Ricardo Palma	1929	1994
Si los tiburones fueran hombres III	0.58	Brecht, Bertolt	Brecht	Bertolt	Alemania		https://es.wikipedia.org/wiki/Bertolt_Brecht	Bertolt Brecht,Candidatos al Premio Nobel de Literatura,Comunistas de Alemania,Críticos de teatro de Alemania,Directores de teatro de Alemania,Dramaturgos de Alemania del siglo XX,Escritores de Alemania del siglo XX,Escritores del exilio alemán 1933-1945,Escritores en alemán,Escritores modernos de ficción relacionada con la mitología griega,Exiliados de Estados Unidos,Fallecidos en 1956,Fallecidos en Berlín,Fallecidos por infarto agudo de miocardio,Hombres,Lista negra de Hollywood,Marxistas de Alemania,Microrrelatistas,Miembros de la Academia de las Artes de Berlín,Nacidos en 1898,Nacidos en Augsburgo,Personas que dan nombre a un asteroide,Poesía moderna,Poetas de Alemania del siglo XX,Premio Kleist,Satíricos de Alemania	Friedrich Hölderlin,William Shakespeare	1898	1956
No soltar los caballos	0.605	Lispector, Clarice	Lispector	Clarice	Brasil	Histórico	https://es.wikipedia.org/wiki/Clarice_Lispector	Alumnado de la Universidad Federal de Río de Janeiro,Brasileños nacidos en el exterior,Clarice Lispector,Cuentistas de Brasil,Cuentistas de Ucrania,Escritoras de Brasil,Escritoras de Ucrania,Escritores del siglo XX,Escritores en portugués,Fallecidas por cáncer de ovario,Fallecidos en 1977,Fallecidos por cáncer en Brasil,Judíos de Brasil,Judíos de Ucrania,Mujeres,Nacidos en 1920,Nacionalizados de Brasil,Novelistas de Brasil,Novelistas de Ucrania,Premio Jabuti,Traductores al portugués,Traductores de Agatha Christie,Traductores de Brasil,Traductores de Edgar Allan Poe,Traductores de Oscar Wilde,Traductores de Ucrania	Cristina Peri Rossi,Franz Kafka,Ida Vitale,James Joyce,Jorge Luis Borges,Virginia Woolf	1920	1977
Las pruebas	0.8	Sternberg, Jacques	Sternberg	Jacques	Belgica	Fantasía	https://es.wikipedia.org/wiki/Jacques_Sternberg	Escritores de Bélgica del siglo XX,Escritores en francés,Fallecidos en 2006,Fallecidos en París,Fallecidos por cáncer de pulmón en Francia,Hombres,Judíos de Francia,Nacidos en 1923,Nacidos en Amberes	Fredric Brown	1923	2006
El príncipe malvado	4.42	Andersen, Hans Christian	Andersen	Hans Christian	Dinamarca	Romanticismo	https://es.wikipedia.org/wiki/Hans_Christian_Andersen	Autodidactas,Comandantes de primera clase de la Orden de Dannebrog,Cuentistas de Dinamarca,Escritores LGBT de Dinamarca,Escritores bisexuales,Escritores de Dinamarca del siglo XIX,Escritores de literatura infantil de Dinamarca,Escritores en danés,Escritores sobre viajes del siglo XIX,Fallecidos en 1875,Fallecidos por cáncer de hígado en Dinamarca,Hans Christian Andersen,Historia LGBT en Dinamarca,Hombres,Nacidos en 1805,Nacidos en Odense,Novelistas de Dinamarca del siglo XIX,Personas que dan nombre a un asteroide,Poetas de Dinamarca del siglo XIX,Protestantes de Dinamarca,Viajeros del siglo XIX por España,Zurdos	Charles Dickens,William Shakespeare	1805	1875
El huso, la lanzadera y la aguja	4.905	Grimm, Hermanos	Grimm	Hermanos	Alemania	Romanticismo	https://es.wikipedia.org/wiki/Hermanos_Grimm	Cuentistas de Alemania,Dúos de hermanos,Escritores de Alemania del siglo XIX,Escritores de literatura infantil de Alemania,Escritores en alemán,Germanistas,Hermanos Grimm,Lexicógrafos de Alemania,Lingüistas de Alemania del siglo XIX,Mitógrafos,Parejas de artistas	Charles Perrault	1785	1863 y 1786
San José	2.98	Onetti, Juan Carlos	Onetti	Juan Carlos	Uruguay	Modernismo	https://es.wikipedia.org/wiki/Juan_Carlos_Onetti	Cuentistas de Uruguay,Escritores en español del siglo XX,Exiliados uruguayos en España,Fallecidos en 1994,Fallecidos en Madrid,Ganadores del Premio Cervantes,Ganadores del Premio de la Crítica de narrativa castellana,Hombres,Juan Carlos Onetti,Nacidos en 1909,Nacidos en Montevideo,Novelistas de Uruguay,Sepultados en el cementerio de La Almudena	Albert Camus,Cristina Peri Rossi,Ernest Hemingway,Félix Grande,Gerardo Diego,Idea Vilariño,James Joyce,Jorge Luis Borges,Julio Cortázar,Marcel Proust,Octavio Paz,Pío Baroja,William Faulkner	1909	1994
La creación de la tierra y el cielo	1.875	Anónimo	Anónimo								
Casanova secreto	6.125	Bioy Casares, Adolfo	Bioy Casares	Adolfo	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Adolfo_Bioy_Casares	Adolfo Bioy Casares,Agnósticos de Argentina,Antifascistas de Argentina,Antiperonistas,Caballeros de la Legión de Honor,Candidatos al Premio Nobel de Literatura,Diaristas de Argentina,Escritores de género masculino de Argentina,Fallecidos en 1999,Fallecidos en Buenos Aires,Gran Premio de Honor de la SADE,Hombres,Liberales de Argentina,Nacidos en 1914,Nacidos en Buenos Aires,Novelistas de Argentina,Premio Internacional Alfonso Reyes,Premio Konex de Brillante,Premio Nacional de Letras (Argentina)	Alain Robbe-Grillet,Augusto Roa Bastos,Francisco Ayala,Franz Kafka,Johann Wolfgang von Goethe,Jorge Luis Borges,Juan Rodolfo Wilcock,Julio Cortázar,Lewis Carroll,Silvina Ocampo,Victoria Ocampo	1914	1999
La rana que quiso hincharse como un buey	0.55	La Fontaine, Jean de	La Fontaine	Jean de	Francia	Romanticismo	https://es.wikipedia.org/wiki/Jean_de_La_Fontaine	Escritores en francés,Fabulistas,Fallecidos en 1695,Fallecidos en París,Hombres,Index Librorum Prohibitorum,Miembros de la Academia Francesa,Moralistas,Nacidos en 1621,Nacidos en Château-Thierry,Poetas de Francia del siglo XVII	Charles Perrault,Giovanni Boccaccio	1621	1695
El Palacio	0.88	Borges, Jorge Luis	Borges	Jorge Luis	Argentina	Romanticismo	https://es.wikipedia.org/wiki/Jorge_Luis_Borges	Anticomunistas de Argentina,Argentinos fallecidos en el exterior,Conservadores de Argentina,Doctores honoris causa de la Universidad Nacional de La Plata,Fallecidos en 1986,Fallecidos en Ginebra,Hombres,Jorge Luis Borges,Liberales de Argentina,Nacidos en 1899,Nacidos en Buenos Aires,Personas que dan nombre a un asteroide	Adolfo Bioy Casares,Arthur Rimbaud,Carlos Fuentes,Dámaso Alonso,Edgar Allan Poe,Francisco Luis Bernárdez,Francisco de Quevedo,Franz Kafka,Gabriel García Márquez,Gerardo Diego,Gustav Meyrink,Henri Michaux,Herman Melville,Hermann Hesse,Jack London,James Joyce,José Emilio Pacheco,Juan Carlos Onetti,Julio Cortázar,Julio Ramón Ribeyro,Leopoldo Lugones,Macedonio Fernández,Manuel Mujica Lainez,Manuel Peyrou,Marcel Schwob,May Sinclair,Octavio Paz,Oliverio Girondo,Oscar Wilde,Pablo Neruda,Paul Auster,Ramón Gómez de la Serna,Ramón del Valle-Inclán,Ricardo Güiraldes,Roberto Arlt,Roberto Bolaño,Rudyard Kipling,Samuel Beckett,Santiago Dabove,Silvina Ocampo,Vicente Huidobro,Victoria Ocampo,Virginia Woolf,Vladimir Nabokov,Walt Whitman,William Faulkner	1899	1986
El loco	0.935	Gibrán, Gibrán Jalil	Gibrán	Gibrán Jalil	Líbano	Romanticismo	https://es.wikipedia.org/wiki/Yibr%C3%A1n_Jalil_Yibr%C3%A1n	Fallecidos en 1931,Hombres,Nacidos en 1883,Yibrán Jalil Yibrán	William Blake	1883	1931
